,SourceIP,DestinationIP,SourcePort,DestinationPort,Protocol,Duration,Sent_per_Flow,received_per_Flow,Total_Bytes_used_for_Headers
3484,54.77.222.43,192.168.43.20,https,54380,TCP,1646094949.065714,0,66,52
3485,54.77.222.43,192.168.43.20,https,54380,TCP,1646094949.07826,0,1454,1440
3486,192.168.43.20,54.77.222.43,54380,https,TCP,1646094949.078319,66,0,52
3487,54.77.222.43,192.168.43.20,https,54380,TCP,1646094949.078427,0,1454,1440
3488,192.168.43.20,54.77.222.43,54380,https,TCP,1646094949.078439,66,0,52
3489,54.77.222.43,192.168.43.20,https,54380,TCP,1646094949.078552,0,1454,1440
3490,192.168.43.20,54.77.222.43,54380,https,TCP,1646094949.078557,66,0,52
3491,54.77.222.43,192.168.43.20,https,54380,TCP,1646094949.078818,0,1280,1266
3492,192.168.43.20,54.77.222.43,54380,https,TCP,1646094949.078836,66,0,52
3493,94.130.124.120,192.168.43.20,https,35370,TCP,1646094949.078894,0,66,52
3494,176.9.122.183,192.168.43.20,https,52834,TCP,1646094949.082386,0,66,52
3495,94.130.124.120,192.168.43.20,https,35370,TCP,1646094949.084618,0,308,294
3496,192.168.43.20,54.77.222.43,54380,https,TCP,1646094949.090375,192,0,178
3497,192.168.43.20,94.130.124.120,35370,https,TCP,1646094949.092804,105,0,91
3498,176.9.122.215,192.168.43.20,https,44648,TCP,1646094949.161338,0,66,52
3499,176.9.122.215,192.168.43.20,https,44648,TCP,1646094949.17821,0,1454,1440
3500,192.168.43.20,176.9.122.215,44648,https,TCP,1646094949.178257,66,0,52
3501,176.9.122.215,192.168.43.20,https,44648,TCP,1646094949.178327,0,1454,1440
3502,192.168.43.20,176.9.122.215,44648,https,TCP,1646094949.178365,66,0,52
3503,176.9.122.215,192.168.43.20,https,44648,TCP,1646094949.178588,0,1454,1440
3504,192.168.43.20,176.9.122.215,44648,https,TCP,1646094949.178602,66,0,52
3505,176.9.122.215,192.168.43.20,https,44648,TCP,1646094949.178713,0,433,419
3506,192.168.43.20,176.9.122.215,44648,https,TCP,1646094949.17872,66,0,52
3507,192.168.43.20,176.9.122.215,44648,https,TCP,1646094949.190472,130,0,116
3508,192.168.43.20,176.9.122.215,44648,https,TCP,1646094949.192141,236,0,222
3509,192.168.43.20,176.9.122.215,44648,https,TCP,1646094949.192249,529,0,515
3510,54.77.222.43,192.168.43.20,https,54380,TCP,1646094949.214858,0,324,310
3511,192.168.43.20,54.77.222.43,54380,https,TCP,1646094949.214971,66,0,52
3512,54.77.222.43,192.168.43.20,https,54380,TCP,1646094949.215003,0,135,121
3513,192.168.43.20,54.77.222.43,54380,https,TCP,1646094949.215037,66,0,52
3514,192.168.43.20,54.77.222.43,54380,https,TCP,1646094949.218477,243,0,229
3515,192.168.43.20,54.77.222.43,54380,https,TCP,1646094949.21855,1239,0,1225
3516,192.168.43.20,54.77.222.43,54380,https,TCP,1646094949.224225,104,0,90
3517,192.168.43.20,176.9.122.176,48428,https,TCP,1646094949.237746,163,0,149
3518,94.130.124.120,192.168.43.20,https,35370,TCP,1646094949.239961,0,66,52
3519,192.168.43.20,142.250.181.226,51776,https,TCP,1646094949.26547,1454,0,1440
3520,192.168.43.20,142.250.181.226,51776,https,TCP,1646094949.265548,238,0,224
3521,176.9.122.215,192.168.43.20,https,44648,TCP,1646094949.291128,0,66,52
3522,176.9.122.215,192.168.43.20,https,44648,TCP,1646094949.297285,0,674,660
3523,192.168.43.20,176.9.122.215,44648,https,TCP,1646094949.297342,66,0,52
3524,176.9.122.215,192.168.43.20,https,44648,TCP,1646094949.300287,0,66,52
3525,192.168.43.20,176.9.122.215,44648,https,TCP,1646094949.301291,97,0,83
3526,176.9.122.215,192.168.43.20,https,44648,TCP,1646094949.302891,0,66,52
3527,176.9.122.215,192.168.43.20,https,44648,TCP,1646094949.305976,0,97,83
3528,192.168.43.20,176.9.122.215,44648,https,TCP,1646094949.306013,66,0,52
3529,176.9.122.215,192.168.43.20,https,44648,TCP,1646094949.337199,0,767,753
3530,192.168.43.20,176.9.122.215,44648,https,TCP,1646094949.337253,66,0,52
3531,176.9.122.215,192.168.43.20,https,44648,TCP,1646094949.338899,0,105,91
3532,192.168.43.20,176.9.122.215,44648,https,TCP,1646094949.338932,66,0,52
3533,192.168.43.20,176.9.122.215,44648,https,TCP,1646094949.339152,105,0,91
3534,54.77.222.43,192.168.43.20,https,54380,TCP,1646094949.342801,0,104,90
3535,192.168.43.20,54.77.222.43,54380,https,TCP,1646094949.342884,66,0,52
3536,54.77.222.43,192.168.43.20,https,54380,TCP,1646094949.343848,0,66,52
3537,142.250.181.226,192.168.43.20,https,51776,TCP,1646094949.414892,0,78,64
3538,192.168.43.20,142.250.181.226,51776,https,TCP,1646094949.415015,810,0,796
3539,142.250.181.226,192.168.43.20,https,51776,TCP,1646094949.415081,0,78,64
3540,192.168.43.20,142.250.181.226,51776,https,TCP,1646094949.471232,161,0,147
3541,176.9.122.215,192.168.43.20,https,44648,TCP,1646094949.553457,0,105,91
3542,192.168.43.20,176.9.122.215,44648,https,TCP,1646094949.553503,78,0,64
3543,192.168.43.20,176.9.122.215,44648,https,TCP,1646094949.577783,105,0,91
3544,192.168.43.20,176.9.122.176,48428,https,TCP,1646094949.593892,163,0,149
3545,142.250.181.226,192.168.43.20,https,51776,TCP,1646094949.60438,0,78,64
3546,192.168.43.20,142.250.181.226,51776,https,TCP,1646094949.604459,101,0,87
3547,192.168.43.20,142.250.181.226,51776,https,TCP,1646094949.617758,810,0,796
3548,176.9.122.215,192.168.43.20,https,44648,TCP,1646094949.680645,0,78,64
3549,192.168.43.20,176.9.122.215,44648,https,TCP,1646094949.680716,97,0,83
3550,142.250.181.226,192.168.43.20,https,51776,TCP,1646094949.725991,0,78,64
3551,176.9.122.215,192.168.43.20,https,44648,TCP,1646094949.79085,0,66,52
3552,192.168.43.20,94.130.124.117,52566,443,UDP,1646094949.834928,1399,0,1385
3553,192.168.43.20,94.130.124.117,52566,443,UDP,1646094949.835062,1399,0,1385
3554,192.168.43.20,94.130.124.117,52566,443,ICMP,1646094949.943053,70,0,56
3555,192.168.43.20,176.9.122.176,48428,https,TCP,1646094949.949752,163,0,149
3556,176.9.122.176,192.168.43.20,https,48428,TCP,1646094950.050221,0,66,52
3557,74.125.206.189,192.168.43.20,https,41182,TCP,1646094950.052358,0,119,105
3558,192.168.43.20,74.125.206.189,41182,https,TCP,1646094950.052428,66,0,52
3559,176.9.122.176,192.168.43.20,https,48428,TCP,1646094950.065489,0,135,121
3560,176.9.122.176,192.168.43.20,https,48428,TCP,1646094950.065552,0,317,303
3561,176.9.122.176,192.168.43.20,https,48428,TCP,1646094950.065598,0,234,220
3562,192.168.43.20,176.9.122.176,48428,https,TCP,1646094950.066589,66,0,52
3563,192.168.43.20,176.9.122.176,48428,https,TCP,1646094950.066756,105,0,91
3564,192.168.43.20,142.250.181.226,51776,https,TCP,1646094950.077708,810,0,796
3565,192.168.43.20,185.51.200.2,51328,domain,UDP,1646094950.129108,89,0,75
3566,185.51.200.2,192.168.43.20,domain,51328,UDP,1646094950.148999,0,89,75
3567,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.216074,0,66,52
3568,192.168.43.20,94.130.124.125,41040,https,TCP,1646094950.231708,992,0,978
3569,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.271942,0,334,320
3570,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.27201,0,97,83
3571,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.272366,0,105,91
3572,192.168.43.20,142.250.181.226,51776,https,TCP,1646094950.276453,66,0,52
3573,192.168.43.20,142.250.181.226,51776,https,TCP,1646094950.279295,105,0,91
3574,192.168.43.20,184.31.224.208,54840,https,TCP,1646094950.329168,74,0,60
3575,176.9.122.176,192.168.43.20,https,48428,TCP,1646094950.333306,0,234,220
3576,192.168.43.20,176.9.122.176,48428,https,TCP,1646094950.333346,78,0,64
3577,192.168.43.20,185.51.200.2,42414,domain,UDP,1646094950.333705,73,0,59
3578,94.130.124.125,192.168.43.20,https,41040,TCP,1646094950.348001,0,66,52
3579,94.130.124.125,192.168.43.20,https,41040,TCP,1646094950.361842,0,135,121
3580,192.168.43.20,94.130.124.125,41040,https,TCP,1646094950.361884,66,0,52
3581,94.130.124.125,192.168.43.20,https,41040,TCP,1646094950.361984,0,97,83
3582,192.168.43.20,94.130.124.125,41040,https,TCP,1646094950.36199,66,0,52
3583,94.130.124.125,192.168.43.20,https,41040,TCP,1646094950.362001,0,105,91
3584,192.168.43.20,94.130.124.125,41040,https,TCP,1646094950.362031,66,0,52
3585,192.168.43.20,94.130.124.125,41040,https,TCP,1646094950.363442,105,0,91
3586,192.168.43.20,176.9.122.176,48428,https,TCP,1646094950.397684,105,0,91
3587,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.407226,0,66,52
3588,184.31.224.208,192.168.43.20,https,54840,TCP,1646094950.434635,0,74,60
3589,192.168.43.20,184.31.224.208,54840,https,TCP,1646094950.434702,54,0,40
3590,185.51.200.2,192.168.43.20,domain,42414,UDP,1646094950.480084,0,126,112
3591,192.168.43.20,185.51.200.2,46905,domain,UDP,1646094950.481042,76,0,62
3592,176.9.122.176,192.168.43.20,https,48428,TCP,1646094950.502158,0,66,52
3593,185.51.200.2,192.168.43.20,domain,46905,UDP,1646094950.506822,0,160,146
3594,192.168.43.20,13.248.245.213,59146,https,TCP,1646094950.508587,165,0,151
3595,192.168.43.20,13.248.245.213,59148,https,TCP,1646094950.508693,74,0,60
3596,94.130.124.125,192.168.43.20,https,41040,TCP,1646094950.513944,0,66,52
3597,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.544967,0,263,249
3598,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.545056,0,1454,1440
3599,192.168.43.20,142.250.181.226,51776,https,TCP,1646094950.545295,66,0,52
3600,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.546521,0,1454,1440
3601,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.54677,0,1454,1440
3602,192.168.43.20,142.250.181.226,51776,https,TCP,1646094950.546795,66,0,52
3603,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.548735,0,1454,1440
3604,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.548873,0,1454,1440
3605,192.168.43.20,142.250.181.226,51776,https,TCP,1646094950.548922,66,0,52
3606,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.549142,0,1454,1440
3607,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.549413,0,1454,1440
3608,192.168.43.20,142.250.181.226,51776,https,TCP,1646094950.549436,66,0,52
3609,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.558136,0,1454,1440
3610,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.558264,0,1454,1440
3611,192.168.43.20,142.250.181.226,51776,https,TCP,1646094950.558357,66,0,52
3612,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.558535,0,1454,1440
3613,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.558713,0,1454,1440
3614,192.168.43.20,142.250.181.226,51776,https,TCP,1646094950.558731,66,0,52
3615,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.55897,0,1454,1440
3616,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.559133,0,1454,1440
3617,192.168.43.20,142.250.181.226,51776,https,TCP,1646094950.55915,66,0,52
3618,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.55929,0,1454,1440
3619,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.55957,0,1454,1440
3620,192.168.43.20,142.250.181.226,51776,https,TCP,1646094950.559589,66,0,52
3621,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.559837,0,1454,1440
3622,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.560106,0,1454,1440
3623,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.56037,0,1454,1440
3624,192.168.43.20,142.250.181.226,51776,https,TCP,1646094950.560405,66,0,52
3625,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.560628,0,1454,1440
3626,192.168.43.20,142.250.181.226,51776,https,TCP,1646094950.560653,66,0,52
3627,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.570573,0,1454,1440
3628,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.570704,0,1454,1440
3629,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.570868,0,1454,1440
3630,192.168.43.20,142.250.181.226,51776,https,TCP,1646094950.570876,66,0,52
3631,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.571134,0,1454,1440
3632,192.168.43.20,142.250.181.226,51776,https,TCP,1646094950.571151,66,0,52
3633,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.571264,0,326,312
3634,192.168.43.20,142.250.181.226,51776,https,TCP,1646094950.571786,105,0,91
3635,13.248.245.213,192.168.43.20,https,59148,TCP,1646094950.616341,0,74,60
3636,192.168.43.20,13.248.245.213,59148,https,TCP,1646094950.616399,66,0,52
3637,192.168.43.20,13.248.245.213,59148,https,TCP,1646094950.620678,583,0,569
3638,13.248.245.213,192.168.43.20,https,59146,TCP,1646094950.621997,0,418,404
3639,192.168.43.20,13.248.245.213,59146,https,TCP,1646094950.622047,66,0,52
3640,192.168.43.20,13.248.245.213,59148,https,TCP,1646094950.629033,66,0,52
3641,192.168.43.20,13.248.245.213,59146,https,TCP,1646094950.640682,158,0,144
3642,192.168.43.20,104.36.113.23,38654,https,TCP,1646094950.684504,74,0,60
3643,142.250.181.226,192.168.43.20,https,51776,TCP,1646094950.702166,0,66,52
3644,192.168.43.20,185.64.190.81,47878,https,TCP,1646094950.750403,223,0,209
3645,192.168.43.20,185.51.200.2,51650,domain,UDP,1646094950.776577,84,0,70
3646,192.168.43.20,104.36.113.23,38656,https,TCP,1646094950.781803,74,0,60
3647,13.248.245.213,192.168.43.20,https,59148,TCP,1646094950.784599,0,66,52
3648,13.248.245.213,192.168.43.20,https,59148,TCP,1646094950.784669,0,66,52
3649,192.168.43.20,13.248.245.213,59148,https,TCP,1646094950.784689,66,0,52
3650,13.248.245.213,192.168.43.20,https,59146,TCP,1646094950.784783,0,189,175
3651,192.168.43.20,13.248.245.213,59146,https,TCP,1646094950.784792,66,0,52
3652,185.51.200.2,192.168.43.20,domain,51650,UDP,1646094950.796119,0,144,130
3653,185.64.190.81,192.168.43.20,https,47878,TCP,1646094950.868114,0,66,52
3654,185.64.190.81,192.168.43.20,https,47878,TCP,1646094950.868196,0,140,126
3655,192.168.43.20,185.64.190.81,47878,https,TCP,1646094950.868223,66,0,52
3656,185.64.190.81,192.168.43.20,https,47878,TCP,1646094950.868666,0,440,426
3657,192.168.43.20,185.64.190.81,47878,https,TCP,1646094950.868679,66,0,52
3658,192.168.43.20,184.31.224.208,54842,https,TCP,1646094950.942559,74,0,60
3659,104.36.113.23,192.168.43.20,https,38654,TCP,1646094950.956888,0,74,60
3660,192.168.43.20,104.36.113.23,38654,https,TCP,1646094950.956991,66,0,52
3661,192.168.43.20,104.36.113.23,38654,https,TCP,1646094950.964452,583,0,569
3662,192.168.43.20,185.51.200.2,37681,domain,UDP,1646094951.015001,80,0,66
3663,192.168.43.20,185.51.200.2,54849,domain,UDP,1646094951.015203,80,0,66
3664,185.51.200.2,192.168.43.20,domain,54849,UDP,1646094951.034491,0,108,94
3665,185.51.200.2,192.168.43.20,domain,37681,UDP,1646094951.035069,0,96,82
3666,192.168.43.20,185.51.200.2,46205,domain,UDP,1646094951.046904,78,0,64
3667,192.168.43.20,185.51.200.2,48550,domain,UDP,1646094951.047145,78,0,64
3668,184.31.224.208,192.168.43.20,https,54842,TCP,1646094951.048056,0,74,60
3669,192.168.43.20,184.31.224.208,54842,https,TCP,1646094951.048095,54,0,40
3670,192.168.43.20,142.250.179.202,42632,443,UDP,1646094951.059199,1399,0,1385
3671,104.36.113.23,192.168.43.20,https,38656,TCP,1646094951.066978,0,74,60
3672,192.168.43.20,104.36.113.23,38656,https,TCP,1646094951.067027,54,0,40
3673,185.51.200.2,192.168.43.20,domain,46205,UDP,1646094951.071755,0,153,139
3674,185.51.200.2,192.168.43.20,domain,48550,UDP,1646094951.071833,0,153,139
3675,192.168.43.20,185.51.200.2,42996,domain,UDP,1646094951.076502,78,0,64
3676,192.168.43.20,185.51.200.2,55937,domain,UDP,1646094951.076758,78,0,64
3677,185.51.200.2,192.168.43.20,domain,55937,UDP,1646094951.099455,0,153,139
3678,185.51.200.2,192.168.43.20,domain,42996,UDP,1646094951.100336,0,153,139
3679,192.168.43.20,185.51.200.2,45256,domain,UDP,1646094951.106314,78,0,64
3680,192.168.43.20,185.51.200.2,34001,domain,UDP,1646094951.106991,78,0,64
3681,185.51.200.2,192.168.43.20,domain,34001,UDP,1646094951.130167,0,153,139
3682,185.51.200.2,192.168.43.20,domain,45256,UDP,1646094951.130248,0,153,139
3683,192.168.43.20,185.51.200.2,56296,domain,UDP,1646094951.131235,78,0,64
3684,192.168.43.20,185.51.200.2,54587,domain,UDP,1646094951.131952,78,0,64
3685,185.51.200.2,192.168.43.20,domain,56296,UDP,1646094951.148737,0,153,139
3686,185.51.200.2,192.168.43.20,domain,54587,UDP,1646094951.155391,0,153,139
3687,192.168.43.20,142.250.186.68,50446,https,TCP,1646094951.16377,441,0,427
3688,192.168.43.20,172.217.22.130,58300,443,UDP,1646094951.176098,1399,0,1385
3689,192.168.43.20,172.217.18.99,54795,443,UDP,1646094951.199238,1399,0,1385
3690,192.168.43.20,176.9.122.183,52834,https,TCP,1646094951.216931,182,0,168
3691,192.168.43.20,176.9.122.183,52834,https,TCP,1646094951.218076,101,0,87
3692,192.168.43.20,94.130.124.120,35370,https,TCP,1646094951.240485,148,0,134
3693,142.250.179.202,192.168.43.20,443,42632,UDP,1646094951.244752,0,1399,1385
3694,104.36.113.23,192.168.43.20,https,38654,TCP,1646094951.244793,0,66,52
3695,142.250.179.202,192.168.43.20,443,42632,UDP,1646094951.245466,0,1399,1385
3696,192.168.43.20,142.250.179.202,42632,443,UDP,1646094951.251502,129,0,115
3697,192.168.43.20,94.130.124.120,35370,https,TCP,1646094951.253842,101,0,87
3698,142.250.179.202,192.168.43.20,443,42632,UDP,1646094951.254744,0,1399,1385
3699,142.250.179.202,192.168.43.20,443,42632,UDP,1646094951.254991,0,1399,1385
3700,142.250.179.202,192.168.43.20,443,42632,UDP,1646094951.255189,0,908,894
3701,104.36.113.23,192.168.43.20,https,38654,TCP,1646094951.255345,0,1454,1440
3702,192.168.43.20,104.36.113.23,38654,https,TCP,1646094951.255371,66,0,52
3703,104.36.113.23,192.168.43.20,https,38654,TCP,1646094951.255615,0,1454,1440
3704,192.168.43.20,104.36.113.23,38654,https,TCP,1646094951.255631,66,0,52
3705,104.36.113.23,192.168.43.20,https,38654,TCP,1646094951.255878,0,1454,1440
3706,192.168.43.20,104.36.113.23,38654,https,TCP,1646094951.255892,66,0,52
3707,104.36.113.23,192.168.43.20,https,38654,TCP,1646094951.255995,0,273,259
3708,192.168.43.20,104.36.113.23,38654,https,TCP,1646094951.256001,66,0,52
3709,192.168.43.20,104.36.113.23,38654,https,TCP,1646094951.288353,192,0,178
3710,142.250.186.68,192.168.43.20,https,50446,TCP,1646094951.296356,0,66,52
3711,192.168.43.20,142.250.179.202,42632,443,UDP,1646094951.299098,85,0,71
3712,142.250.186.68,192.168.43.20,https,50446,TCP,1646094951.317257,0,423,409
3713,192.168.43.20,142.250.186.68,50446,https,TCP,1646094951.317338,66,0,52
3714,142.250.186.68,192.168.43.20,https,50446,TCP,1646094951.317361,0,97,83
3715,192.168.43.20,142.250.186.68,50446,https,TCP,1646094951.317396,66,0,52
3716,142.250.186.68,192.168.43.20,https,50446,TCP,1646094951.317447,0,105,91
3717,192.168.43.20,142.250.186.68,50446,https,TCP,1646094951.317453,66,0,52
3718,192.168.43.20,142.250.179.202,42632,443,UDP,1646094951.325688,150,0,136
3719,192.168.43.20,142.250.179.202,42632,443,UDP,1646094951.325905,108,0,94
3720,176.9.122.183,192.168.43.20,https,52834,TCP,1646094951.326365,0,66,52
3721,176.9.122.183,192.168.43.20,https,52834,TCP,1646094951.326461,0,66,52
3722,192.168.43.20,142.250.186.68,50446,https,TCP,1646094951.326627,105,0,91
3723,172.217.18.99,192.168.43.20,443,54795,UDP,1646094951.339578,0,1399,1385
3724,192.168.43.20,172.217.18.99,54795,443,UDP,1646094951.341644,1399,0,1385
3725,192.168.43.20,185.51.200.2,33408,domain,UDP,1646094951.34449,71,0,57
3726,192.168.43.20,185.51.200.2,53402,domain,UDP,1646094951.345048,71,0,57
3727,172.217.22.130,192.168.43.20,443,58300,UDP,1646094951.345836,0,1399,1385
3728,172.217.22.130,192.168.43.20,443,58300,UDP,1646094951.34601,0,651,637
3729,94.130.124.120,192.168.43.20,https,35370,TCP,1646094951.346083,0,66,52
3730,172.217.18.99,192.168.43.20,443,54795,UDP,1646094951.347598,0,1399,1385
3731,172.217.18.99,192.168.43.20,443,54795,UDP,1646094951.34782,0,1399,1385
3732,172.217.18.99,192.168.43.20,443,54795,UDP,1646094951.348112,0,1399,1385
3733,172.217.18.99,192.168.43.20,443,54795,UDP,1646094951.348249,0,560,546
3734,94.130.124.120,192.168.43.20,https,35370,TCP,1646094951.351361,0,136,122
3735,94.130.124.120,192.168.43.20,https,35370,TCP,1646094951.351432,0,281,267
3736,192.168.43.20,94.130.124.120,35370,https,TCP,1646094951.354345,66,0,52
3737,192.168.43.20,94.130.124.120,35370,https,TCP,1646094951.354947,105,0,91
3738,94.130.124.120,192.168.43.20,https,35370,TCP,1646094951.362041,0,66,52
3739,172.217.22.130,192.168.43.20,443,58300,UDP,1646094951.370128,0,70,56
3740,192.168.43.20,172.217.22.130,58300,443,UDP,1646094951.381986,272,0,258
3741,192.168.43.20,172.217.18.99,54795,443,UDP,1646094951.391305,85,0,71
3742,192.168.43.20,172.217.18.99,54795,443,UDP,1646094951.39962,150,0,136
3743,192.168.43.20,172.217.18.99,54795,443,UDP,1646094951.401572,111,0,97
3744,142.250.186.68,192.168.43.20,https,50446,TCP,1646094951.462867,0,66,52
